id,sid,theta,k,c
1,0,-1.4627597,0.5842837,1.2151041
2,1,0.20445289,-0.20702305,0.30788648
3,2,1.058068,0.1591429,1.0484868
4,3,-0.5470189,-0.34988165,1.8139697
5,4,1.355254,0.5879441,1.5987096
6,5,-0.35250196,1.5184538,1.3533206
7,6,0.019681595,-0.2037966,1.2481087
8,7,-0.0053727003,0.51800126,1.2159151
9,8,0.9979525,-0.59229195,1.596415
10,9,-1.317501,0.25117242,0.689854
11,10,-0.068776965,-0.15398154,1.1491646
12,11,-0.86573046,0.6604135,1.3005422
13,12,1.9906425,0.51773393,0.82963455
14,13,0.870949,0.21710178,1.1277738
15,14,-0.87769777,0.67078936,0.69564635
16,15,0.28695047,0.16578437,0.9854114
17,16,0.94001204,0.5515082,1.1697005
18,17,0.7933459,-0.2609365,0.7779523
19,18,1.0656197,0.85025084,1.1955321
20,19,-0.21504167,0.06103245,0.9112751
21,20,0.7733156,-0.39525348,1.5042682
22,21,0.060326517,0.11940481,0.4139548
23,22,0.0096501745,1.1111937,1.2856699
24,23,-0.55317223,1.664861,1.1019241
25,24,0.54299563,0.19377339,0.8824106
26,25,0.10262843,0.60202694,0.97474873
27,26,0.8175839,0.75947773,1.0986848
28,27,0.62274706,0.038978215,0.7879368
29,28,-0.1751979,-0.0029406943,0.9435137
30,29,0.6825789,1.6479733,1.829102
31,30,1.0244999,0.8567485,1.5551301
32,31,-1.1152289,-0.31482652,1.07381
33,32,0.09060327,0.69234324,1.2935655
34,33,0.46454135,0.9996477,1.2812655
35,34,0.55722755,0.92011064,1.4250635
36,35,0.22183298,-0.41840798,1.3822421
37,36,-0.12878744,1.4196569,1.5369036
38,37,-1.2800032,1.372323,0.9856728
39,38,0.86398774,-0.21508388,0.82723457
40,39,-0.26724103,0.09404706,1.2664931
41,40,0.0488923,0.5189154,1.1228112
42,41,-0.535462,0.8971986,1.0875244
43,42,-1.9005302,-0.6467665,1.4386637
44,43,1.1851567,-0.048578482,0.788
45,44,-0.059213117,-0.5307814,1.5115036
46,45,1.1389433,0.22844286,0.67728186
47,46,0.6569906,0.68127716,0.9043178
48,47,-0.59528816,0.06500658,0.79230124
49,48,0.5501953,0.75255746,1.4955293
50,49,-0.5952903,0.39882332,1.3683535
51,50,0.1221483,0.7997809,0.72465104
52,51,0.23313658,0.3059198,1.5344614
53,52,0.7367737,0.9297114,1.0855328
54,53,0.17660162,1.412576,1.2551367
55,54,0.42037556,1.009696,1.7888664
56,55,-0.11302915,1.052817,1.5166707
57,56,0.27605405,0.934096,0.70441854
58,57,0.04960372,-0.47950917,1.1413275
59,58,1.2739741,-0.26794526,0.9869949
60,59,0.1554441,-0.015054047,1.1416119
61,60,-0.28868,0.64769346,1.017892
62,61,-0.6701965,-0.7054348,1.4064033
63,62,-0.16511941,0.8959187,1.0253166
64,63,-0.6759658,0.95418644,1.2269351
65,64,-0.4752144,1.2613517,1.6973335
66,65,1.4840913,0.5757252,1.2322682
67,66,-0.00024960027,0.26986885,1.2431207
68,67,0.0021692559,1.2645357,1.1315026
69,68,0.097215496,-0.34185424,1.4273645
70,69,0.9031927,0.42209798,0.47809774
71,70,0.3309944,0.508978,1.5980064
72,71,-0.80466235,1.3947557,0.9566928
73,72,0.94028974,0.15440321,0.8932404
74,73,0.6897485,1.5493332,0.9297572
75,74,-0.22396436,0.0405619,1.0915195
76,75,-0.5315012,0.69395727,1.4139533
77,76,-0.06643319,-0.39528263,1.4425417
78,77,0.77402335,-0.4669995,1.4707811
79,78,0.50061554,0.6769658,1.3107715
80,79,0.07203451,0.08985388,1.0834633
81,80,0.45159796,1.34487,0.8996515
82,81,-1.039627,1.4525452,1.6182283
83,82,0.90892404,0.034697905,1.6564075
84,83,0.06753404,0.73574936,0.55212176
85,84,-0.97150546,0.10987839,1.2184412
86,85,0.38284624,0.6175945,0.599416
87,86,-0.36737713,1.3161567,1.4751937
88,87,-0.5979207,1.8177204,1.5767117
89,88,-0.2224498,0.16260931,1.5755532
90,89,-0.7819923,0.52479714,0.92229915
91,90,-0.64202905,0.64678764,0.57039535
92,91,-0.55419546,1.2786797,1.3055066
93,92,1.7438807,0.54642415,1.0849341
94,93,0.7876848,0.9634513,1.4085003
95,94,-0.3042965,0.9455246,1.4641186
96,95,0.89230025,-0.552412,0.7564176
97,96,0.009583922,0.92298794,0.36475062
98,97,0.023351496,1.4272248,1.1422672
99,98,-0.644892,-0.8124878,1.5429704
100,99,0.50561696,0.44583327,1.1492385
101,100,1.2471249,0.3093538,0.9282212
102,101,-0.96763736,1.5192081,1.4526544
103,102,2.044617,-0.22654365,1.3674763
104,103,1.2681671,-0.53562784,1.4377241
105,104,-0.79141945,0.811252,0.54609895
106,105,1.0623628,0.9208033,1.0229328
107,106,0.712754,-0.41434905,1.4049714
108,107,-0.7253503,-0.45692825,1.4478537
109,108,-1.1160704,0.7261572,0.8013972
110,109,-0.7923441,-0.38971815,1.3315526
111,110,0.16469549,0.61733544,0.53973114
112,111,-0.5066371,0.5164737,0.7259046
113,112,-0.3183798,1.1727102,1.3317009
114,113,-0.32219166,0.16897878,0.7253108
115,114,-0.9033225,0.92676634,1.7641352
116,115,-0.14246458,0.07761178,0.7891053
117,116,-0.50324667,0.20360622,1.0215862
118,117,-0.8047295,-0.5380243,1.7779937
119,118,1.7401713,0.44484925,0.69387114
120,119,0.2929965,0.6620214,0.550816
121,120,0.30323237,0.321446,1.0749539
122,121,-0.7658983,-0.1774897,1.3995875
123,122,0.08790635,0.38118303,1.4852078
124,123,-0.116201244,0.4954541,0.50098205
125,124,-0.4087761,1.3016307,1.3532588
126,125,-1.1232607,-0.868426,1.7476697
127,126,-0.9844823,0.10268221,1.3002689
128,127,-0.73396516,0.41128233,0.5337343
129,128,0.05213088,2.059986,1.9437399
130,129,0.0864283,0.9938345,1.7920302
131,130,-1.7702863,-0.034908757,1.0235897
132,131,1.0574012,0.9319249,1.0357417
133,132,0.90708125,1.4384391,1.3135715
134,133,0.5626224,0.39998317,1.4706933
135,134,0.30575845,1.5846803,1.6569895
136,135,1.2755066,1.3541399,0.90570617
137,136,0.18860812,1.358615,0.7372697
138,137,0.7686087,0.71164584,1.6993098
139,138,0.039736554,-0.7329884,1.5130864
140,139,-0.13301188,1.0112394,0.7787525
141,140,1.0509613,0.26904908,0.60571253
142,141,1.5748619,-0.22823584,1.3933543
143,142,0.89861536,0.96361744,0.63554835
144,143,2.8125408,-0.09355527,1.2309203
145,144,0.51669145,0.9709348,0.633838
146,145,0.397919,-0.48202196,0.75256103
147,146,0.34623754,1.1736197,1.11109
148,147,-0.218817,-0.11477565,1.7544134
149,148,0.118348,0.73594695,1.4875654
150,149,0.5017791,-0.17997794,1.5736259
151,150,-0.5935863,1.3154935,1.4319284
152,151,0.69632477,-0.44805348,1.5149562
153,152,-0.037302464,1.8870434,1.5648787
154,153,0.46544138,-0.43709636,1.5154186
155,154,-0.0053173406,0.27021307,0.8958886
156,155,1.2337565,0.81733626,0.5644265
157,156,0.44235831,0.84796095,1.0867473
158,157,-0.13041869,1.1285901,0.84402585
159,158,0.9526198,0.496276,1.3577129
160,159,-1.2852968,0.15565906,1.3792534
161,160,0.15756705,0.9366324,0.7274859
162,161,-0.6664883,1.4963099,1.6102875
163,162,0.2900815,0.72851926,1.4111118
164,163,0.56011295,0.20543538,1.151146
165,164,-0.01356459,-0.036427274,1.2819706
166,165,0.69660014,0.96904206,1.1530356
167,166,-0.39510974,0.96416724,0.55470496
168,167,1.116575,1.3176485,1.2312442
169,168,-0.2907838,1.0564307,1.1144074
170,169,2.2634234,-0.15087377,1.3892223
171,170,0.2783109,0.48395145,1.0768934
172,171,0.30202597,1.7395827,1.100631
173,172,-1.5001667,1.0223898,1.5100496
174,173,-0.19788682,0.8143996,0.6783994
175,174,-0.9588621,1.4235806,1.3524289
176,175,0.20102733,0.7424638,0.944577
177,176,-0.6501621,0.34183204,1.4149858
178,177,1.5082484,-0.8581638,1.7703931
179,178,-0.54932344,-0.81440073,1.703085
180,179,0.3989102,0.59569395,1.1948549
181,180,0.8916884,1.0117234,1.9871547
182,181,2.499506,0.96338665,1.4286164
183,182,1.7596942,-0.69687647,1.6503588
184,183,0.00037182795,1.4141706,1.7292838
185,184,0.24590379,0.5786689,0.81680894
186,185,0.07628267,0.3990406,1.1392399
187,186,1.6542438,0.78050834,1.5879543
188,187,-1.82312,0.55830306,0.79328686
189,188,1.1875322,0.7915708,1.7661642
190,189,0.3608419,0.31180125,1.2538736
191,190,-0.49781814,-0.49994898,1.2248166
192,191,-0.86586857,1.0389376,0.8642067
193,192,0.33289775,-0.09863236,1.4846901
194,193,0.17757867,1.1894585,1.0521942
195,194,1.0671015,0.59358513,1.6626161
196,195,0.50234944,0.22058956,1.6760987
197,196,0.6434191,0.7838458,0.6424399
198,197,-0.7893024,0.39898676,0.62680894
199,198,-0.61699945,0.046055824,0.92723846
200,199,0.86753714,1.6461071,1.052977
201,200,-1.6037155,2.036331,1.5260963
202,201,-0.1662556,0.41682127,1.306543
203,202,-0.7872658,1.3754447,1.3058136
204,203,-0.04501421,0.462578,0.8826357
205,204,-0.7185468,1.104117,1.380482
206,205,0.41678292,0.97778463,1.1204826
207,206,-0.81852895,0.6948374,0.8053763
208,207,-0.6936085,0.9220792,1.6635364
209,208,-1.1557026,1.0228018,0.91355467
210,209,-0.7218852,0.8648361,1.2304358
211,210,-0.81406903,0.8304848,0.7901674
212,211,1.0344331,0.67354256,0.80965346
213,212,-0.5929119,0.20594975,1.6631365
214,213,-0.72301143,1.0985007,1.8109317
215,214,1.1874441,1.2064048,1.4324476
216,215,0.5666376,0.756926,0.41526878
217,216,-0.96714705,0.805362,1.370833
218,217,-1.0572379,1.6484898,1.5241311
219,218,0.23885071,0.8489163,1.4296746
220,219,0.5194632,-0.22562453,1.4848052
221,220,0.25618303,-0.22108486,1.279715
222,221,1.0065019,0.3734841,0.8587398
223,222,0.66202295,0.71640146,0.6808447
224,223,-0.9480289,1.0980155,1.5886431
225,224,0.6561431,0.617704,1.1975116
226,225,-0.42751586,0.024180217,1.3807057
227,226,1.5552757,-0.339529,1.1900244
228,227,1.5921366,0.07051056,1.0884154
229,228,0.6875348,1.7662405,1.6618632
230,229,0.0027549926,0.58970517,0.3901497
231,230,-1.2898763,0.98046976,1.2626197
232,231,0.46927696,0.48607093,1.5373418
233,232,3.4064133,0.34786192,0.64577043
234,233,-0.27424577,1.3915719,1.2826238
235,234,-1.2735448,0.65299374,1.0415863
236,235,0.11289029,0.3889072,1.1519333
237,236,-0.9412921,-0.45572937,1.1949148
238,237,-1.0147092,-0.37023976,1.40727
239,238,0.31252277,0.10941006,1.5644375
240,239,-0.45081553,1.7275233,1.4184029
241,240,1.1205688,1.0564435,0.82802993
242,241,1.5631654,1.0243627,0.85370934
