id,sid,theta,k,c
1,0,-1.650877,0.698716,0.9610429
2,1,0.40711427,-0.55092305,0.8134724
3,2,1.1138726,-0.27488136,1.0188894
4,3,-0.42576304,-0.10409006,1.8224537
5,4,1.2133269,1.306704,1.3787006
6,5,-0.21054763,1.2018051,1.1919413
7,6,-0.1424417,0.9633634,1.2668633
8,7,-0.09523693,0.41226214,1.0622878
9,8,0.29736915,-0.19447838,1.1525116
10,9,-1.506918,0.9232761,0.8910602
11,10,-0.17652157,-0.5480514,0.9824092
12,11,-1.2649573,0.22465685,1.3574016
13,12,2.0513299,0.39919823,1.134668
14,13,0.53447044,0.7459886,0.6992121
15,14,-1.1445537,1.4392656,1.1448272
16,15,0.22786643,0.117840454,1.0584259
17,16,0.812969,0.5403305,0.78911316
18,17,0.68974954,0.19669671,0.948126
19,18,0.85616696,0.8081336,0.7842016
20,19,-0.099033594,1.0053748,1.4760258
21,20,0.41213953,-0.07079787,0.60670733
22,21,-0.07917552,0.13396297,1.0684284
23,22,0.31161952,0.58784604,0.8648112
24,23,-0.22324067,0.6578722,0.6061247
25,24,0.2460771,1.188352,0.7884088
26,25,0.05961916,0.06095473,1.5040956
27,26,0.6322641,-0.31647345,1.32187
28,27,0.55330044,0.5865143,-0.14246565
29,28,-0.16592585,0.12285945,1.3150706
30,29,0.9126573,1.5981202,1.5510546
31,30,0.9847027,0.71555746,1.0921414
32,31,-1.080828,0.6394273,0.72149265
33,32,-0.05182021,0.46714798,0.5646242
34,33,0.7174484,0.9092715,0.8207694
35,34,0.84088045,-0.34061694,1.6445307
36,35,-0.16459385,0.045618776,1.1805365
37,36,0.21459594,1.0890316,0.9151293
38,37,-1.3576328,0.86390424,0.78481144
39,38,0.6423907,-0.5452459,0.75819427
40,39,-0.5128627,-0.25758922,1.3746985
41,40,0.12892447,-0.20268609,0.90563434
42,41,-0.681661,0.95712197,1.4649864
43,42,-2.4712126,-0.5443524,1.3828307
44,43,1.1929344,-0.31650174,0.96177346
45,44,-0.37094468,-0.37850434,1.9237847
46,45,1.083328,-0.09410141,0.8383106
47,46,0.29224348,-0.3101105,1.4915626
48,47,-0.9975127,-0.7544838,1.043686
49,48,0.64828557,0.84256715,1.0625775
50,49,-0.49201807,0.829362,1.4603307
51,50,0.1297441,1.4206865,1.1154399
52,51,0.16910465,0.7145442,0.7607088
53,52,1.0620499,0.19131029,1.1416746
54,53,0.32673836,0.4261686,0.6897064
55,54,0.85664624,0.9608031,1.2490404
56,55,0.12131413,0.8028006,1.5323491
57,56,0.27668357,0.943633,0.952405
58,57,-0.33452415,0.18376099,0.87193084
59,58,1.0728829,-0.27613103,1.3210852
60,59,-0.21019518,0.2532378,1.0488601
61,60,-0.47059724,-0.2641329,0.7354933
62,61,-1.0280403,-0.77483064,1.4313217
63,62,-0.24422958,0.8172923,0.8654583
64,63,-0.86049765,0.6232926,1.0350921
65,64,-0.37131983,1.1663468,1.5340979
66,65,1.2606403,0.61210793,0.54920566
67,66,-0.30478954,0.64989316,1.4167255
68,67,-0.07021857,0.48788664,0.88014585
69,68,-0.04296657,-0.07186615,0.5470938
70,69,0.7062217,0.29660654,0.590003
71,70,0.33964425,0.5759821,0.7706602
72,71,-0.8563479,0.5042726,0.51437044
73,72,0.7524347,-0.15159117,0.88631725
74,73,0.8773616,1.0798949,0.935043
75,74,-0.029158305,-0.13429031,1.0356538
76,75,-0.6765323,0.9155783,1.4095993
77,76,-0.47312102,-0.094377376,0.547058
78,77,0.43438807,0.9636834,0.89438534
79,78,0.47747403,0.27971926,1.6585958
80,79,0.3181124,0.23979935,1.2072676
81,80,0.6175587,1.2375939,1.2325892
82,81,-1.4338217,0.888671,0.94081557
83,82,0.9458894,-0.07371023,1.6755626
84,83,-0.15131612,0.09890792,1.0681484
85,84,-1.0549479,-0.2013719,1.5422817
86,85,0.58986884,1.2607634,1.4971625
87,86,-0.31083605,0.7267242,1.3694972
88,87,-0.31921685,1.3085436,1.5066215
89,88,-0.38454223,-0.45283064,1.1029822
90,89,-1.0439528,0.5082274,1.2098708
91,90,-0.454028,1.2188228,1.4066485
92,91,-0.48772874,0.863821,1.2925963
93,92,1.6762222,0.57122606,1.180791
94,93,0.91095406,1.1498032,1.1319101
95,94,-0.3723941,0.13362207,1.1130246
96,95,0.32820085,-0.24558023,1.0253401
97,96,-0.09089044,0.09853528,0.7719935
98,97,0.098518394,1.4322413,1.3898486
99,98,-0.8670927,-0.17119125,1.0010146
100,99,0.62966055,0.5286383,1.3140948
101,100,0.83464736,1.2883328,1.2218251
102,101,-1.0044438,0.92122746,1.2612411
103,102,1.9514965,0.26399183,0.9132034
104,103,1.3185076,0.47879183,0.8809634
105,104,-0.8218581,1.3548422,0.6408669
106,105,0.66789395,-0.13403735,1.2203511
107,106,0.29833078,-0.4914492,1.4700662
108,107,-1.1610156,0.031273577,0.75566226
109,108,-1.2137825,0.38352913,0.8322554
110,109,-0.9062071,0.04936233,1.161403
111,110,0.082696095,0.8490119,-0.025609244
112,111,-0.43421715,0.87402636,1.4724439
113,112,-0.24436823,1.2183449,1.2603564
114,113,-0.83391595,-0.7924515,1.4220865
115,114,-0.80150735,0.61519855,1.6072671
116,115,-0.3927736,0.13493726,1.0396892
117,116,-0.6685323,0.13183177,0.3779315
118,117,-0.82845956,-0.19016023,1.6038538
119,118,1.5568451,0.20826033,0.4050672
120,119,0.14644113,0.47699088,0.4899276
121,120,0.38172337,0.7947713,1.0514904
122,121,-0.803151,-0.4950695,1.3544573
123,122,0.09780301,-0.040398464,0.68033916
124,123,-0.18744223,0.5555469,0.5354534
125,124,-0.27144566,1.5869678,1.5203315
126,125,-1.4043604,-0.64427507,1.4534658
127,126,-1.0761021,0.36856604,0.98292905
128,127,-0.7701487,0.4481757,0.7183436
129,128,0.17363852,0.8300215,0.860001
130,129,0.41581863,1.2519234,1.5788527
131,130,-2.0321362,-0.15553668,1.1551596
132,131,1.0819633,0.67507607,1.3007163
133,132,1.0021256,0.19994234,1.2855564
134,133,0.57958674,0.29031417,1.2008147
135,134,0.6196968,1.0515113,0.8731563
136,135,1.1944206,1.5235826,1.2900281
137,136,0.2991006,0.9136151,0.71169895
138,137,1.0647867,1.3413695,1.455836
139,138,-0.4031866,-0.6333774,1.0943487
140,139,-0.12642117,0.9134408,0.061298773
141,140,0.62073916,0.018097531,0.54020476
142,141,1.2900354,0.08394047,1.2490495
143,142,0.8220163,0.89189523,0.8636561
144,143,2.7719646,0.123619586,1.2114675
145,144,0.32039547,0.38863742,1.0979055
146,145,0.6984561,0.35936645,0.6629349
147,146,0.50662243,0.4595823,1.2108356
148,147,-0.4554535,-0.64632404,1.6846663
149,148,-0.20874304,0.73985827,1.0052826
150,149,0.15086429,-0.49928212,1.2340288
151,150,-0.29595885,1.1023815,0.85104203
152,151,0.45235956,0.12900017,1.2994536
153,152,0.033091463,1.510394,1.4873044
154,153,0.3021699,-0.5234942,1.3598094
155,154,-0.0111957155,-0.2835519,0.88299435
156,155,1.2106174,1.1789819,1.238028
157,156,0.4372856,0.9010366,1.1597047
158,157,-0.14424828,1.3372335,0.93788606
159,158,0.9278534,0.25226364,1.7059684
160,159,-1.0618588,0.11132598,1.2202829
161,160,0.096926875,-0.61390513,1.1946329
162,161,-0.57151896,1.3462664,1.1543647
163,162,0.7026723,1.2434406,1.2132417
164,163,0.5295478,0.30118793,1.422703
165,164,-0.28868225,-0.38087514,1.0502412
166,165,0.9389715,0.6254508,1.0445889
167,166,-0.8458614,1.6495794,1.3395385
168,167,1.0803844,1.2801195,1.3904415
169,168,-0.31391734,0.76811564,0.8299913
170,169,2.2117229,0.067486115,1.1933998
171,170,0.1393,-0.025298126,1.1802073
172,171,0.30215505,0.6905565,0.5102906
173,172,-1.5228838,1.3919296,1.3678488
174,173,-0.23220037,1.2140254,1.3875836
175,174,-1.0132253,1.4280016,1.4326605
176,175,0.15031782,0.3015587,1.4787024
177,176,-1.0271106,0.09763399,0.9659968
178,177,1.2006531,-0.22171868,1.5597854
179,178,-0.9910828,-0.36668953,1.0453745
180,179,0.110921554,0.059772268,0.9007716
181,180,1.0036236,0.6733206,0.9130308
182,181,2.5546923,0.46098933,1.3341857
183,182,1.2105856,0.20960884,1.070525
184,183,0.1824329,1.371626,1.4582806
185,184,0.045873795,0.79253346,1.0962207
186,185,-0.16706303,0.5585271,1.3330597
187,186,1.9862579,0.94561166,1.4234501
188,187,-1.8318925,0.9961353,0.94911456
189,188,1.286501,0.44248495,1.2410924
190,189,0.19455871,-0.15381601,1.3567007
191,190,-0.8387626,-0.32160097,1.4017153
192,191,-0.8851777,0.7656348,0.6692888
193,192,0.17768562,-0.7495208,1.4473535
194,193,0.38035202,1.2626948,1.0316507
195,194,1.014527,0.74571705,1.3809103
196,195,0.2840304,0.1217966,0.98956436
197,196,0.75692683,1.084009,0.657523
198,197,-0.94889593,0.48508736,0.56017613
199,198,-0.67011577,0.97119725,1.1889848
200,199,0.9255806,0.7070774,0.44402286
201,200,-1.5699699,0.3553379,0.9377141
202,201,-0.41661513,0.8112827,1.3263187
203,202,-0.45520636,0.8290419,1.3270743
204,203,0.056818787,0.7723219,0.19157107
205,204,-0.87999636,1.1926644,1.1260184
206,205,0.1810865,0.36180177,1.581903
207,206,-0.8554026,0.9215595,1.1754507
208,207,-0.61094487,1.0375254,1.5875201
209,208,-0.70123035,1.0780813,0.8177778
210,209,-1.0231276,0.68947643,1.0915236
211,210,-0.842077,1.6538936,1.2147399
212,211,0.72952336,1.2620355,1.4781978
213,212,-0.40673324,1.0249757,1.3585306
214,213,-0.67206603,1.021266,1.6171076
215,214,0.90689147,1.1612899,1.4915706
216,215,0.5210662,0.63192886,0.8077446
217,216,-0.852541,0.07271224,1.2624449
218,217,-1.075222,0.6764647,0.84313476
219,218,0.21858129,1.225846,1.5019735
220,219,0.53433836,0.2240144,1.0250266
221,220,0.16736954,-0.09056928,0.3367921
222,221,0.95112944,0.47501037,0.34361905
223,222,0.35641286,0.99368733,0.6096127
224,223,-0.76938456,0.21979004,1.0727361
225,224,0.7426105,0.6058788,1.4395609
226,225,-0.504609,0.6249187,0.91497654
227,226,1.3075782,0.7636125,0.8799294
228,227,1.272076,-0.48450264,1.2128624
229,228,0.70386994,1.0441922,1.7099912
230,229,-0.11805685,0.25199193,0.72086865
231,230,-1.5938239,0.8626653,0.8393843
232,231,0.27120093,0.42467338,1.2629845
233,232,2.9589503,0.40950918,0.7164862
234,233,-0.38412523,1.1857449,1.1835039
235,234,-1.5160936,0.7831703,0.85941845
236,235,-0.034033198,0.056910984,0.91882503
237,236,-1.3838859,0.7479249,0.78394765
238,237,-1.2004316,-0.5654069,1.3060617
239,238,0.052563656,-0.12341973,1.219156
240,239,-0.50242174,0.68307614,1.8957309
241,240,0.98134345,1.169185,1.0575379
242,241,1.3603573,1.5325364,1.2669915
243,242,0.370227,0.21253666,0.95086837
244,243,0.7749893,0.07553269,1.0516247
245,244,-1.2511715,0.62751764,0.9728473
246,245,-1.0621091,0.8947986,1.0076237
247,246,0.10924115,0.056539215,1.2044864
248,247,-0.3966277,0.003367843,1.3499576
249,248,0.7025664,1.5781319,1.3644449
250,249,0.17448267,0.5507594,0.86801916
251,250,-1.6672422,0.14515772,0.93723416
252,251,-0.57075864,-0.22253042,1.0225142
253,252,0.78183144,1.0455877,1.2784584
254,253,-1.2974285,-0.6949753,1.7418448
255,254,1.223609,0.7497639,0.89119864
256,255,1.0886592,1.47941,1.2324482
257,256,0.49336448,0.47642803,0.4950403
258,257,-0.39367235,0.5060442,0.53695375
259,258,1.7282883,-0.6641059,1.3460053
260,259,0.31484467,-0.49179322,1.6506617
261,260,-0.87036026,-0.18737167,1.3715314
262,261,-0.33826658,0.12695137,0.67782176
263,262,-0.07631701,-0.27546155,1.182014
264,263,0.94417155,0.2622442,1.353372
265,264,-0.5210861,1.5285593,1.1283178
266,265,1.146855,0.54180205,0.9829015
267,266,0.019803394,0.34947735,1.3662184
268,267,-1.384528,0.49864453,0.74698114
269,268,0.24586688,0.8262414,0.90406984
270,269,0.019215526,1.1766181,1.165139
271,270,1.3778706,1.2051616,1.0768373
272,271,0.7702923,-0.28403047,1.2208629
273,272,-0.444261,0.4374794,0.31966394
274,273,0.5344646,-0.07985721,1.2480241
275,274,-0.3307341,0.60810906,0.9789175
276,275,-0.5152158,-0.73394454,1.2962883
277,276,1.0844793,0.5597172,0.83232576
278,277,1.0112998,0.65239036,1.2270178
279,278,1.0518856,0.6550745,0.8592425
280,279,0.40653586,-0.03958393,0.7561618
281,280,1.1170276,0.4912781,0.5439951
282,281,0.28880504,-0.38973212,1.0669528
283,282,-0.037713442,0.7670214,0.87540334
284,283,-0.71392834,-0.16553767,1.0172243
285,284,0.6795935,1.6450255,1.808227
286,285,-0.7363512,-0.042569242,0.5730448
287,286,-0.6909807,-0.3820906,1.3011944
288,287,0.9172715,0.6526487,0.36507368
289,288,0.45109272,1.1599534,1.8700131
290,289,2.0661983,1.0918049,1.4703487
291,290,-1.4751524,0.75434786,0.7257681
292,291,-0.74962944,0.8621017,0.7739225
293,292,-0.7074924,-0.82877016,1.6049957
294,293,-0.63250417,1.2130941,1.2576076
295,294,-1.6537883,0.5106384,0.98550725
296,295,-0.33396462,0.14500894,1.3331566
297,296,0.69006604,0.60454106,1.056602
298,297,-0.014438708,-0.17508218,1.3474097
299,298,0.2110784,1.0504527,1.0023143
300,299,0.19206892,0.008828476,1.1611204
301,300,0.33924103,0.037459116,1.2648928
302,301,0.78966844,0.955833,0.70641226
303,302,-0.13879986,-0.31772283,0.70311517
304,303,0.76783633,-0.23609076,0.90897834
305,304,-0.19718331,0.7044736,1.4766357
306,305,-0.02791374,0.6409247,0.83751905
307,306,-2.1635413,1.2890179,1.0500994
308,307,-1.6226364,-0.00035846423,0.9949198
309,308,-0.21348315,1.5143299,1.3507723
310,309,1.6956018,1.0001866,1.0117991
311,310,1.8135232,0.73708254,0.99890876
312,311,-0.34561643,0.41824546,0.66084015
313,312,0.777061,1.2910506,1.6754758
314,313,-1.0349976,1.0000279,1.5655024
315,314,-0.6674137,0.27181154,0.92393893
316,315,-0.3606294,0.27584097,1.0842758
317,316,-0.44281295,-0.16925697,1.4948052
318,317,0.84713876,0.40182343,1.1831553
319,318,-0.8912578,0.5731006,1.2590791
320,319,-0.93859017,0.96769744,1.4799678
321,320,-0.59461457,0.254765,1.1063545
