id,sid,theta,k,c
1,0,-2.0087523,0.43958107,1.0348465
2,1,0.103476435,0.41374385,0.96268904
3,2,1.2658339,0.4859956,0.9937633
4,3,-0.9645721,0.32098895,1.0428762
5,4,1.4611298,0.6645028,1.0390356
6,5,-0.42823613,0.5927551,0.98200965
7,6,-0.12038607,0.37884998,0.99188685
8,7,-0.053032666,0.35900408,1.0670795
9,8,0.64108366,0.35430354,1.0638862
10,9,-1.7843838,0.44726646,0.99860346
11,10,-0.46701,0.43053564,1.0246664
12,11,-1.0567901,0.5588645,1.0128201
13,12,2.3180714,0.41826454,0.9590667
14,13,0.83790964,0.5323404,1.0168096
15,14,-0.95644957,0.19221303,1.0663283
16,15,0.07962161,0.6447663,0.98044187
17,16,0.94509774,0.6703061,1.0365552
18,17,0.7713917,0.40321815,0.9800851
19,18,1.1474699,0.5977406,1.0214472
20,19,-0.47511804,0.56150585,1.0057994
21,20,0.6683037,0.29720163,1.0418341
22,21,0.0001938854,0.42877975,1.0241075
23,22,-0.07536455,0.641448,1.0326461
24,23,-0.4221212,0.74076307,1.0288031
25,24,0.44467446,0.47524446,1.0102279
26,25,-0.13093682,0.5162299,0.99186456
27,26,0.940946,0.58089674,1.0008041
28,27,0.3687248,0.56386393,0.985432
29,28,-0.15521419,0.42477375,0.94971716
30,29,1.1638931,0.73664105,1.0375947
31,30,1.2186533,0.58537096,1.0315242
32,31,-1.4492259,0.39392298,0.9950123
33,32,0.1353478,0.58181596,1.0088266
34,33,0.58444583,0.59832454,1.0302227
35,34,0.71213484,0.50788915,1.036329
36,35,-0.10400452,0.4183778,0.98888576
37,36,-0.15554214,0.7686229,1.0092955
38,37,-1.5554396,0.43755984,0.9846895
39,38,0.8237316,0.39453802,1.0415355
40,39,-0.5282173,0.43647504,1.0230118
41,40,-0.14675066,0.57499564,0.9512402
42,41,-0.53430593,0.4687062,0.96163124
43,42,-2.254301,0.4464495,0.99086607
44,43,1.4931082,0.5800188,0.97178674
45,44,-0.44183236,0.37574905,1.0420991
46,45,1.2144264,0.48825082,1.0024657
